product_id,crawl_timestamp,product_url,product_name,description,list_price,sale_price,brand,item_number,gtin,package_size,category,postal_code,available
7e8697b5b7cdb5a40daf54caf1435cd5,2020-01-24 20:51:13 +0000,https://www.walmart.com/ip/Koplow-Games-Set-of-2-D12-12-Sided-Rock-Paper-Scissors-Game-Dice-White-with-Pink-Letters-13060/125007983,"Koplow Games Set of 2 D12 12-Sided Rock, Paper, Scissors Game Dice - White with Pink Letters #13060","Rock, paper, scissors is a great way to resolve disputs and hard decisions. Now you can battle it out with these 28mm 12-sided rock, paper, scissors dice. Each word is written on 4 sides of each die. The words are etched into the surface and painted pink. On a roll, the side facing up is the word used on that turn. Rock beats scissors, scissors beats paper, paper beats rock. The 2 dice come enclosed in a convenient plastic re-sealable reusable bag. Great for educational games, dice games, board games, creating your own game, and friends and family fun! Koplow Games Dice are some of the best in the hobby, with well painted and etched numbers/pips/text. WARNING: CHOKING HAZARD - Small parts. Not for children under 3 years. Koplow Games Set of 2 D12 12-Sided Rock, Paper, Scissors Game Dice - White with Pink Letters #13060",3.56,3.56,Koplow Games,,799443797461,,Toys | Shop Toys by Price,,False
7de8b315b3cb91f3680eb5b88a20dcee,2020-01-24 17:52:48 +0000,https://www.walmart.com/ip/12-20-Schwinn-Training-Wheels/23816266,"12""-20"" Schwinn Training Wheels","Turn any small bicycle into an instrument for learning to ride with the Schwinn 12""-20"" Training Wheels. They feature a slotted design to fit 12"" to 20"" bikes. The training wheels are easy to assemble, install and remove, so that when your little one is able to ride without assistance, you can take them off. These bicycle training wheels include steel brackets and rubber tires that can stand up to heavy use. Training Wheels, Fits 12 inches - 20 inches bicycles. Est. 1895. Durable Construction: Steel brackets stand up to heavy use. Customizable: Two sets of wheel decals included. Features: Fits Most Childrens Bicycles: Intended for 12 inch - 20 inch bicycles. Steel Brackets: Offer increased durability. Includes two sets of wheel decals: Learn how to ride in style - see images below. Easy to Adjust: Slotted design for size adjustment. Includes: One pair of training wheels, four decals, installation instructions, and all mounting hardware. Tools required: Adjustable wrench. www.schwinnbikes.com. Follow ride Schwinn on: Twitter. Facebook. Made in China. Training Wheels,Fits 12 inches - 20 inches bicycles. Est. 1895. Durable Construction: Steel brackets stand up to heavy use. Customizable: Two sets of wheel decals included. Features: Fits Most Childrens Bicycles: Intended for 12 inch - 20 inch bicycles. Steel Brackets: Offer increased durability. Includes two sets of wheel decals: Learn how to ride in style - see images below. Easy to Adjust: Slotted design for size adjustment. Includes: One pair of training wheels, four decals, installation instructions, and all mounting hardware. Tools required: Adjustable wrench. www.schwinnbikes.com. Follow ride Schwinn on: Twitter. Facebook. Made in China.",28.17,28.17,Generic,,38675595804,,Toys | Kids Bikes & Riding Toys | Kids Bikes & Riding Toy Accessories | Kids Bikes & Riding Accessories,,True
fb9535c103d7d717f0414b2b111cfaaa,2020-01-24 20:56:29 +0000,https://www.walmart.com/ip/Bicycle-Pinochle-Jumbo-Index-Playing-Cards-1-Red-and-1-Blue-Deck/130382870,Bicycle Pinochle Jumbo Index Playing Cards - 1 Red and 1 Blue Deck,"Purchase includes 1 blue deck and 1 red deck. This is a standard sized deck, 2.5"" wide x 3.5"" tall, with a jumbo index (size of the print). From the Manufacturer Bicycle Pinochle playing cards are a special deck created especially for the enjoyment of the Pinochle game. Rooted in family tradition, Pinochle is similar to Bridge or Chess in that it rewards the player who takes chances and isnt afraid of risk. Extra pips across the top make it easier to see your matched sets. Rules that cover several variations of play are included. Spread the love of Pinochle to your friends and family by playing with this specialized deck. Do you remember learning your first card game? How about winning at an old-fashioned game of solitaire? Or that holiday tradition of Gin Rummy after dinner? Since 1885, Bicycle playing cards have been a part of household gaming. Known for its quality and rich heritage, Bicycle playing cards have been bringing people together for generations. Every Bicycle playing card deck is specially crafted so that you can trust Bicycle cards performance, hand after hand. Great for all card games. Great for all players. Bicycle Pinochle Jumbo Index Playing Cards - 1 Red and 1 Blue Deck",6.49,6.49,Bicycle,,717520457855,,Toys | Shop Toys by Price,,True
c73ea622b3be6a3ffa3b0b5490e4929e,2020-01-24 21:15:46 +0000,https://www.walmart.com/ip/Step2-Woodland-Adventure-Playhouse-Slide/841421699,Step2 Woodland Adventure Playhouse & Slide,"The Step2 Woodland Climber Adventure Playhouse and Slide will keep your little ones busy as they set out on a playtime adventure that will last for hours at a time. The playhouse has a large area to grill out on their pretend cooktop and a sink to wash the dishes when finished. Once the little ones have finished cleaning they will have hours of fun on the slide which features security panels to keep the kids play time safe. But once all the fun is done, the playhouse comes with a pull out storage drawer which will allow the playhouse and yard to stay tidy at all times. Security Panels to keep your child safe as they prepare to go down the slide. Pull-out storage area to keep the play area and yard tidy. Steps to assist your little one getting to the second level. Security Panels to keep your child safe as they prepare to go down the slide.Pull-out storage area to keep the play area and yard tidy.Steps to assist your little one getting to the second level.",499.99,499.99,Step2,575810759.0,733538490691,,Toys | Outdoor Play | Kids Playhouses | Playhouses & Furniture,,True
dec7bd1f983887650715c6fafaa5b593,2020-01-24 21:15:24 +0000,https://www.walmart.com/ip/Step2-Naturally-Playful-Welcome-Home-Playhouse-for-Toddlers/24502080,Step2 Naturally Playful Welcome Home Playhouse for Toddlers,"Children can play and explore in the Step2 Naturally Playful Welcome Home Playhouse for Toddlers. It features realistic styling in natural colors, and it includes features outside and inside. The Step2 has two sets of working shutters that can be open and closed, but it also has open windows that allow you to see inside easily for supervision. A skylight is built into the peaked roof. Children can ring the functioning doorbell, step on the welcome mat and enter through the Dutch doors. The Welcome Home Playhouse includes a kitchen with detailing such as a faucet and a stove, and a folding table allows one child to sit down. It also has an electric cordless phone and a wall clock. This is a sturdy playhouse thats built to last. Other features include a handrail and storage nooks for toys. It can fit multiple children at a time. Let children be independent with the Step2 Naturally Playful Welcome Home Playhouse for Toddlers. Step2 Naturally Playful Welcome Home Playhouse for Toddlers : Dutch door 2 large bay windows Peaked roof Skylight Table Welcome mat Handrail Full kitchen with sink, range and storage cabinet Sturdy plastic construction Electronic cordless phone Doorbell with a chime sound when pushed down Kids playhouse Adult assembly required Requires four AA batteries (not included) Multi-user Step2 Welcome Home Playhouse Easy viewing Fold-up table inside Wall clock Dutch door2 large bay windowsPeaked roofSkylightTableWelcome matHandrailFull kitchen with sink, range and storage cabinetSturdy plastic constructionElectronic cordless phoneDoorbell with a chime sound when pushed downKids playhouseAdult assembly requiredRequires four AA batteries (not included)Multi-user Step2 Welcome Home PlayhouseEasy viewingFold-up table insideWall clock",600.0,600.0,Step2,551470399.0,733538727094,,Toys | Outdoor Play | Kids Playhouses | Playhouses & Furniture,,True
74a695e3675efc2aad11ed73c46db29b,2020-01-24 21:11:43 +0000,https://www.walmart.com/ip/Slip-N-Slide-Triple-Racer-with-Slide-Boogies/174954980,Slip N Slide Triple Racer with Slide Boogies,Triple Racer Slip and Slide with Boogie Boards. The unit is 16 foot long. The unit has 3 sliding lanes.,37.21,37.21,Wham-O,,321876412194,,Toys | Outdoor Play | Water Slides | Lawn Water Slides,,True
3eae5293b56c25f63b47cb8a89fb4813,2020-01-24 21:20:08 +0000,https://www.walmart.com/ip/Hydro-Tools-Digital-Pool-Spa-Thermometer/50571131,Hydro Tools Digital Pool/Spa Thermometer,"The solar-powered Swimline Floating Digital Thermometer effortlessly and accurately displays the water temperature of your swimming pool. Made for use in a swimming pool or spa, it features an LCD display for easy reading and includes a nylon cord. Hydro Tools Digital Pool/Spa Thermometer: Solar-powered LCD display Accurately reads water temperature Solar-poweredLCD displayAccurately reads water temperature",15.92,10.99,Swimline,564178506.0,723815092502,,Toys | Outdoor Play | Floats and Pool Games | Pool Games and Toys,,True
ed85bf829a36c67042503ffd9b6ab475,2020-01-24 21:13:57 +0000,https://www.walmart.com/ip/Full-Bucket-Swing-With-Coated-Chain-Toddler-Swing-Set-for-Kids-Children-OCTAP/909052139,Full Bucket Swing With Coated Chain Toddler Swing Set for Kids&Children OCTAP," Safe Kids&Children Full Bucket Swing With Coated Chain Toddler Swing Set has 4 colors to choose from: yellow, red, blue, green. This bucket swings with the paint chain is your childs perfect swing. Swing is equipped with a 60-inch coating chain to prevent small fingers from being squeezed. The lower 30-inch chain has a plastisol chain coating. The barrel is swirled outdoors at both ends of the galvanized hardware and comes with a quick link to link to the seat. Material: Plastic and Metal3 Colors: Green, Red, Blue,yellowItem: Full Bucket SwingGender: Boys and GirlsSize: 29.5 x 28 x 23cm/ 11.5 x 10.9 x 9 inch(L x W x H)Chain Length: 150cm/58.5inchShape: BucketFeatures: Chain With Steel InsertApplication: KidsOccasion: Home, GardenQuantity: 1pcsIdeal for your kids having fun in your garden with the swing.Lightweight with the durable material brings more fun to your children.Package content: 1 x Bucket SwingNote: Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures, but not the same performance on different bodies as on the model. Thank you! Ideal for your kids having fun in your garden with the swing Lightweight with the durable material brings more fun to your children Ideal for your kids having fun in your garden with the swing Lightweight with the durable material brings more fun to your children",102.26,102.26,OCTAP,,710120287983,,Toys | Outdoor Play | Swing Sets | Swing Set Swings,,True
55820fa53f0583cb637d5cb2b051d78c,2020-01-24 21:14:26 +0000,https://www.walmart.com/ip/Banzai-Water-Park-Splash-Zone/55392369,Banzai Water Park Splash Zone," Dive into fun in your own backyard with the Banzai Water Park Splash Zone. Launch onto the diving ramp and land with a splash in the over-sized pool so your little one can beat the heat with a group of friends. They will have a good time with the water-blasting water cannon. Cool off as you bob and weave through the water-sprinkling obstacle pillars of this kids inflatable water park. The blower motor is included, so they can go from zero to fun in just two minutes. The Banzai inflatable water park measures 16L x 15W x 4H and has a lot of features that any child will enjoy. There is also a detachable water-spraying hose assembly for a bit of water war fun. Several children will fit inside of the Banzai Water Park Splash Zone, since it has an individual user maximum weight limit of 120 lbs and a combined user maximum weight limit of 250 lbs. It is recommended for children ages 5 to 12. Splash Zone Water Park: 16L x 15W x 4H inflatable water park Inflatable diving ramp Banzai inflatable water park with oversized splash pool area Continuous water-blasting cannon Inflatable water-sprinkling obstacle pillars Detachable water-spraying hose assembly Included blower motor for maximum safety and convenience Individual user maximum weight limit: 120 lbs Combined user maximum weight limit: 250 lbs Recommended for ages 5-12 16L x 15W x 4H inflatable water parkInflatable diving rampBanzai inflatable water park with oversized splash pool areaContinuous water-blasting cannonInflatable water-sprinkling obstacle pillarsDetachable water-spraying hose assemblyIncluded blower motor for maximum safety and convenienceIndividual user maximum weight limit: 120 lbsCombined user maximum weight limit: 250 lbsRecommended for ages 5-12",397.82,279.99,Banzai,557965493.0,191124139971,,Toys | Outdoor Play | Water Slides | Inflatable Water Parks,,True
0e26a9e92e4036bfaa68eb2040a8ec97,2020-01-24 21:21:30 +0000,https://www.walmart.com/ip/Polaris-39-310-5-Liter-Zippered-Super-Bag-for-Polaris-3900-Pool-Cleaners/36737751,Polaris 39-310 5-Liter Zippered Super Bag for Polaris 3900 Pool Cleaners,"Keep your pool water sparkling clean all season long with this Polaris Zippered Super Bag. It has a 5-liter capacity, and its an original factory replacement part designed for the Polaris 3900 pool cleaner and also is compatible with the Polaris 280.This bag has 2 zippers to make emptying it a breeze. It can hold all kinds of debris including leaves, small pebbles, bugs, sand, silt, and more.For best results, empty the bag when it?s half full and let the debris dry first. It?s a good idea to keep 2 bags on hand so your cleaner is always ready to use.A clean pool is a satisfying, healthy pool, so use the Polaris zippered super bag to help you get the job done. Bag collects debris from pool when used with pool cleaner 5-liter capacity Compatible with Polaris 3900 pool cleaner Also compatible with Polaris 280 pool cleaner 2-zipper enclosure Ideal for cleaning pool of a variety of debris, including leaves, bugs, small pebbles, sand, silt, and more Original factory replacement part Color: Gray Dimensions: 5 x 5 x 5 inches Weight: 9.6 ounces Manufacturer warranty: 1-year warranty Bag collects debris from pool when used with pool cleaner5-liter capacityCompatible with Polaris 3900 pool cleanerAlso compatible with Polaris 280 pool cleaner2-zipper enclosureIdeal for cleaning pool of a variety of debris, including leaves, bugs, small pebbles, sand, silt, and moreOriginal factory replacement partColor: GrayDimensions: 5 x 5 x 5 inchesWeight: 9.6 ouncesManufacturer warranty: 1-year warranty",39.47,39.47,Polaris,,738919064171,,Toys | Outdoor Play | Swimming Pools & Spas | Pool Cleaning Tools | All Cleaning Tools and Chemicals,,True
